id,transaction_per_day,age,weight,height,prosperity_level
3460,29,86,71.6 kg,178.23 cm,High
3461,26,49,69.78 kg,168.34 cm,High
3462,14,54,67.28 kg,178.49 cm,Average
3463,34,50,70.01 kg,152.76 cm,Low
3464,24,37,61.92 kg,174.66 cm,Low
3465,28,24,70.22 kg,164.78 cm,Low
3466,20,85,76.16 kg,153.75 cm,Average
3467,27,79,52.85 kg,166.76 cm,Average
3468,22,85,65.43 kg,155.13 cm,High
3469,28,71,66.89 kg,167.27 cm,High
3470,15,58,75.63 kg,154.54 cm,High
3471,19,32,50.51 kg,170.6 cm,Average
3472,19,75,65.16 kg,156.82 cm,Average
3473,33,21,66.33 kg,169.37 cm,Low
3474,21,84,77.88 kg,151.69 cm,High
3475,27,67,59.82 kg,165.64 cm,High
3476,34,44,66.07 kg,150.84 cm,Low
3477,14,82,77.63 kg,178.21 cm,High
3478,15,62,78.93 kg,162.84 cm,High
3479,37,40,69.81 kg,176.23 cm,Low
3480,28,78,54.38 kg,151.06 cm,High
3481,26,38,57.48 kg,171.16 cm,Low
3482,39,31,71.42 kg,174.04 cm,Low
3483,35,54,68.1 kg,173.2 cm,Average
3484,39,34,60.42 kg,174.75 cm,Low
3485,28,67,59.32 kg,159.0 cm,Average
3486,28,86,58.74 kg,160.78 cm,High
3487,18,82,72.16 kg,162.38 cm,Average
3488,25,25,56.29 kg,171.59 cm,Low
3489,17,79,57.59 kg,162.58 cm,High
3490,48,29,77.65 kg,174.29 cm,Low
3491,22,54,58.03 kg,165.26 cm,High
3492,25,52,53.68 kg,164.08 cm,Average
3493,18,63,64.65 kg,166.63 cm,Average
3494,18,79,51.47 kg,152.08 cm,Average
3495,27,35,54.06 kg,171.62 cm,Low
3496,42,,50.99 kg,159.65 cm,Low
3497,22,79,69.57 kg,167.6 cm,High
3498,25,46,64.3 kg,166.38 cm,High
3499,39,40,64.27 kg,151.75 cm,Low
3500,21,80,70.56 kg,174.92 cm,High
3501,25,58,72.84 kg,170.85 cm,
3502,22,88,75.11 kg,170.25 cm,High
3503,18,83,72.46 kg,172.76 cm,High
3504,25,22,55.58 kg,170.43 cm,Low
3505,11,55,56.29 kg,175.77 cm,High
3506,30,40,57.15 kg,154.28 cm,Average
3507,21,40,53.11 kg,171.59 cm,Average
3508,40,29,54.21 kg,163.93 cm,Average
3509,23,81,66.14 kg,162.61 cm,Average
3510,44,52,77.79 kg,155.54 cm,Average
3511,21,46,71.13 kg,160.18 cm,High
3512,17,91,64.3 kg,155.82 cm,High
3513,24,63,63.44 kg,158.11 cm,Average
3514,14,86,79.68 kg,154.14 cm,Average
3515,36,32,77.55 kg,153.22 cm,Average
3516,21,53,,161.23 cm,Average
3517,20,44,63.04 kg,154.2 cm,Low
3518,22,60,62.05 kg,160.06 cm,Average
3519,22,70,56.85 kg,170.18 cm,Average
3520,47,52,59.83 kg,157.86 cm,Average
3521,26,62,54.81 kg,176.18 cm,Average
3522,22,69,61.39 kg,161.35 cm,High
3523,42,56,50.96 kg,165.86 cm,Average
3524,36,39,60.71 kg,152.01 cm,Low
3525,22,24,52.38 kg,161.28 cm,Low
3526,20,67,71.61 kg,157.47 cm,Average
3527,24,57,74.73 kg,166.28 cm,Average
3528,13,56,50.87 kg,153.73 cm,High
3529,20,73,59.65 kg,179.79 cm,High
3530,23,52,61.22 kg,177.75 cm,High
3531,25,57,61.43 kg,167.66 cm,High
3532,24,24,74.54 kg,154.99 cm,Low
3533,23,91,63.77 kg,164.63 cm,High
3534,22,94,52.28 kg,170.01 cm,High
3535,48,40,50.9 kg,168.03 cm,Average
3536,39,33,71.74 kg,158.48 cm,Average
3537,21,85,78.21 kg,177.11 cm,High
3538,22,48,54.34 kg,170.59 cm,Average
3539,27,50,76.22 kg,161.18 cm,Low
3540,26,55,72.85 kg,158.78 cm,Average
3541,37,47,56.95 kg,161.41 cm,Average
3542,26,57,51.79 kg,163.22 cm,Average
3543,29,59,67.73 kg,157.44 cm,High
3544,28,81,65.04 kg,162.51 cm,High
3545,44,,79.08 kg,175.38 cm,Average
3546,37,27,52.98 kg,165.09 cm,Average
3547,27,58,75.64 kg,161.49 cm,Average
3548,19,58,75.0 kg,171.79 cm,Average
3549,19,44,50.1 kg,152.62 cm,Average
3550,24,50,54.25 kg,163.56 cm,Average
3551,20,93,70.42 kg,179.32 cm,Average
3552,35,51,75.56 kg,163.85 cm,Average
3553,14,45,61.63 kg,171.3 cm,Average
3554,21,68,50.06 kg,157.7 cm,High
3555,22,97,58.07 kg,159.41 cm,Average
3556,22,20,,169.74 cm,Low
3557,16,70,71.06 kg,178.37 cm,Average
3558,19,36,52.01 kg,167.56 cm,Average
3559,42,54,71.99 kg,155.04 cm,Low
3560,22,85,59.87 kg,,High
3561,21,27,69.38 kg,164.54 cm,Average
3562,13,52,51.68 kg,162.68 cm,Average
3563,35,41,65.47 kg,153.63 cm,Average
3564,28,49,58.82 kg,177.92 cm,High
3565,21,25,58.7 kg,150.7 cm,Low
3566,28,25,54.11 kg,170.06 cm,Average
3567,19,65,60.58 kg,164.09 cm,High
3568,32,20,66.88 kg,165.26 cm,Average
3569,30,71,56.78 kg,167.82 cm,Average
3570,23,68,74.0 kg,172.92 cm,High
3571,22,67,59.08 kg,177.19 cm,Average
3572,22,82,68.66 kg,161.54 cm,Average
3573,21,82,52.89 kg,158.8 cm,Average
3574,18,56,51.16 kg,163.53 cm,High
3575,18,46,61.87 kg,172.47 cm,Average
3576,22,31,61.86 kg,172.8 cm,Low
3577,40,59,73.68 kg,,Average
3578,20,98,57.63 kg,168.86 cm,High
3579,21,30,,153.65 cm,Low
3580,29,75,63.15 kg,168.06 cm,High
3581,38,37,56.89 kg,156.55 cm,Average
3582,18,44,79.43 kg,162.46 cm,High
3583,18,34,62.46 kg,174.56 cm,Low
3584,21,82,51.08 kg,158.9 cm,High
3585,20,51,74.56 kg,165.52 cm,Average
3586,23,63,69.98 kg,151.0 cm,High
3587,31,29,52.33 kg,162.49 cm,Low
3588,22,61,50.64 kg,177.08 cm,High
3589,23,63,67.83 kg,172.73 cm,Average
3590,21,98,56.64 kg,173.46 cm,High
3591,20,85,72.82 kg,153.13 cm,Average
3592,46,36,78.54 kg,166.86 cm,Low
3593,27,54,76.74 kg,154.74 cm,Average
3594,16,50,73.21 kg,152.08 cm,Average
3595,31,43,78.91 kg,165.2 cm,Low
3596,21,66,69.81 kg,150.61 cm,High
3597,25,67,61.82 kg,159.95 cm,Average
3598,20,37,50.78 kg,171.9 cm,Low
3599,27,52,73.39 kg,176.53 cm,Low
3600,17,44,70.05 kg,165.41 cm,Average
3601,24,73,60.33 kg,172.47 cm,Average
3602,21,38,57.99 kg,150.68 cm,Average
3603,22,61,58.59 kg,153.83 cm,Average
3604,24,71,71.42 kg,151.95 cm,High
3605,18,41,54.73 kg,164.65 cm,Average
3606,14,65,78.09 kg,161.99 cm,High
3607,34,29,62.14 kg,151.57 cm,Average
3608,14,60,75.07 kg,178.08 cm,Average
3609,45,39,52.53 kg,171.63 cm,Low
3610,36,29,63.36 kg,175.47 cm,Average
3611,29,40,70.91 kg,150.58 cm,Average
3612,31,39,65.63 kg,172.38 cm,Average
3613,23,47,78.37 kg,154.99 cm,Average
3614,34,39,79.52 kg,152.7 cm,Average
3615,22,40,79.2 kg,151.91 cm,High
3616,45,57,75.35 kg,158.66 cm,Low
3617,47,34,75.41 kg,153.51 cm,Average
3618,23,42,78.75 kg,161.4 cm,Low
3619,23,87,78.2 kg,152.31 cm,Average
3620,23,32,66.65 kg,167.98 cm,Low
3621,21,94,74.57 kg,173.55 cm,Average
3622,16,68,72.44 kg,161.22 cm,Average
3623,16,51,60.14 kg,150.13 cm,Average
3624,28,55,77.37 kg,150.24 cm,Low
3625,23,96,69.28 kg,161.03 cm,
3626,17,50,64.25 kg,153.17 cm,High
3627,40,44,69.04 kg,177.55 cm,Low
3628,19,59,76.97 kg,178.7 cm,High
3629,20,72,62.09 kg,151.87 cm,Average
3630,17,40,58.11 kg,169.94 cm,Average
3631,20,86,65.07 kg,171.2 cm,Average
3632,28,93,67.79 kg,167.06 cm,Average
3633,34,36,53.27 kg,175.94 cm,Low
3634,35,46,52.25 kg,150.59 cm,Average
3635,33,27,61.02 kg,155.22 cm,Average
3636,23,80,70.88 kg,152.83 cm,High
3637,39,52,66.98 kg,171.92 cm,Low
3638,48,59,50.94 kg,177.98 cm,Average
3639,39,36,62.16 kg,171.56 cm,Average
3640,24,28,78.58 kg,175.01 cm,Low
3641,21,86,53.56 kg,159.67 cm,High
3642,16,37,56.46 kg,176.34 cm,Low
3643,27,26,58.17 kg,172.0 cm,Average
3644,31,52,50.96 kg,163.89 cm,Low
3645,40,35,70.68 kg,158.34 cm,Average
3646,22,52,57.69 kg,163.93 cm,High
3647,25,87,78.95 kg,167.95 cm,Average
3648,31,43,60.82 kg,159.86 cm,Average
3649,21,71,51.64 kg,170.13 cm,High
3650,22,45,53.42 kg,163.16 cm,Average
3651,18,50,52.05 kg,153.61 cm,Average
3652,18,25,64.86 kg,176.4 cm,Average
3653,20,80,56.55 kg,159.91 cm,High
3654,21,90,50.02 kg,168.29 cm,Average
3655,23,91,71.0 kg,155.99 cm,Average
3656,21,71,52.88 kg,154.7 cm,Average
3657,24,57,70.51 kg,167.93 cm,Low
3658,20,50,62.62 kg,165.35 cm,Average
3659,37,48,76.27 kg,170.74 cm,Average
3660,15,86,73.27 kg,172.76 cm,High
3661,22,79,60.27 kg,152.58 cm,High
3662,15,53,60.79 kg,169.18 cm,Low
3663,27,48,53.17 kg,157.68 cm,Average
3664,38,50,57.72 kg,179.22 cm,Average
3665,18,68,64.09 kg,163.18 cm,Average
3666,19,81,72.45 kg,168.11 cm,Average
3667,24,63,71.07 kg,161.36 cm,High
3668,18,67,78.93 kg,162.28 cm,Average
3669,20,59,67.92 kg,179.12 cm,Average
3670,36,42,60.59 kg,176.0 cm,Average
3671,23,77,75.66 kg,166.04 cm,High
3672,29,66,52.84 kg,179.3 cm,Average
3673,44,36,61.69 kg,169.99 cm,Low
3674,37,23,57.0 kg,173.36 cm,Low
3675,49,46,54.06 kg,151.62 cm,Low
3676,17,49,57.22 kg,164.65 cm,Average
3677,39,46,74.56 kg,151.81 cm,Average
3678,16,93,66.53 kg,150.5 cm,Average
3679,46,33,75.5 kg,175.15 cm,Low
3680,21,49,54.88 kg,150.92 cm,High
3681,36,37,69.64 kg,161.23 cm,Low
3682,24,68,56.93 kg,161.03 cm,High
3683,17,77,50.75 kg,165.22 cm,Average
3684,36,33,56.01 kg,,Average
3685,21,45,64.46 kg,176.08 cm,Average
3686,24,87,58.03 kg,158.47 cm,Average
3687,22,72,63.39 kg,153.64 cm,Average
3688,42,53,69.25 kg,176.51 cm,Low
3689,33,23,72.49 kg,173.34 cm,Low
3690,15,73,50.92 kg,175.37 cm,High
3691,35,22,55.34 kg,176.78 cm,Average
3692,28,21,,170.39 cm,Average
3693,16,29,70.14 kg,167.05 cm,Low
3694,23,51,55.64 kg,170.61 cm,Average
3695,28,83,63.85 kg,157.65 cm,High
3696,27,42,,160.18 cm,Average
3697,32,44,67.2 kg,179.24 cm,Average
3698,19,51,78.37 kg,168.17 cm,Average
3699,18,50,65.21 kg,169.93 cm,High
3700,22,68,63.27 kg,170.8 cm,Average
3701,20,68,74.6 kg,160.57 cm,High
3702,21,76,51.68 kg,159.92 cm,
3703,21,67,51.82 kg,150.1 cm,Average
3704,32,18,78.91 kg,175.76 cm,Average
3705,18,77,73.69 kg,176.63 cm,Average
3706,28,45,74.71 kg,176.29 cm,Average
3707,32,38,54.69 kg,163.66 cm,Average
3708,27,79,70.67 kg,151.12 cm,High
3709,24,54,51.2 kg,174.24 cm,Average
3710,21,41,69.03 kg,179.84 cm,Low
3711,19,74,61.28 kg,160.31 cm,High
3712,19,35,64.35 kg,155.37 cm,Low
3713,21,93,78.01 kg,153.61 cm,Average
3714,18,48,62.22 kg,150.02 cm,Average
3715,32,27,69.21 kg,157.98 cm,Low
3716,45,34,73.11 kg,171.61 cm,Average
3717,22,62,62.63 kg,154.78 cm,Average
3718,25,35,69.03 kg,161.46 cm,Average
3719,38,33,66.42 kg,150.54 cm,Average
3720,17,21,68.2 kg,156.59 cm,Low
3721,37,54,78.93 kg,177.57 cm,Average
3722,24,42,60.88 kg,173.45 cm,Average
3723,26,18,61.71 kg,151.67 cm,Average
3724,35,30,58.61 kg,175.25 cm,Low
3725,16,87,66.16 kg,151.52 cm,High
3726,24,29,74.44 kg,155.92 cm,Average
3727,19,90,61.02 kg,168.75 cm,Average
3728,27,70,75.66 kg,169.39 cm,Average
3729,35,33,79.23 kg,152.98 cm,Average
3730,18,72,73.4 kg,169.11 cm,Average
3731,19,66,71.3 kg,164.28 cm,Average
3732,36,38,60.55 kg,162.57 cm,Low
3733,38,31,65.3 kg,167.28 cm,Low
3734,48,27,66.77 kg,174.2 cm,Average
3735,23,90,73.88 kg,177.57 cm,High
3736,14,63,67.53 kg,179.3 cm,Average
3737,32,43,63.76 kg,151.0 cm,Average
3738,37,58,52.3 kg,164.09 cm,Average
3739,16,72,79.0 kg,158.6 cm,Average
3740,21,41,63.86 kg,166.03 cm,Average
3741,22,74,60.48 kg,157.55 cm,Average
3742,21,44,71.15 kg,152.3 cm,High
3743,21,45,77.24 kg,160.07 cm,High
3744,32,55,,179.31 cm,Average
3745,35,44,50.5 kg,158.25 cm,Low
3746,31,44,74.85 kg,158.51 cm,Average
3747,18,73,63.03 kg,155.13 cm,Average
3748,24,23,70.97 kg,151.74 cm,Average
3749,39,46,70.3 kg,153.58 cm,Average
3750,25,62,52.87 kg,175.6 cm,Average
3751,15,55,60.09 kg,173.73 cm,Average
3752,21,68,66.17 kg,157.71 cm,High
3753,20,20,72.97 kg,162.62 cm,Average
3754,15,91,64.64 kg,162.99 cm,Average
3755,13,63,77.64 kg,156.12 cm,Average
3756,32,47,60.01 kg,153.21 cm,Low
3757,20,79,50.36 kg,157.72 cm,Average
3758,25,57,50.81 kg,156.98 cm,High
3759,12,59,70.44 kg,176.89 cm,Average
3760,16,83,68.25 kg,150.99 cm,Average
3761,36,50,68.23 kg,160.04 cm,Low
3762,20,95,68.33 kg,153.24 cm,Average
3763,26,51,51.08 kg,152.75 cm,Average
3764,18,66,57.17 kg,171.53 cm,Average
3765,41,51,57.12 kg,177.94 cm,Average
3766,36,29,55.52 kg,155.61 cm,Average
3767,15,85,69.04 kg,150.53 cm,Average
3768,31,41,75.85 kg,178.1 cm,Low
3769,24,63,53.66 kg,176.95 cm,High
3770,21,83,61.84 kg,167.02 cm,Average
3771,21,59,62.68 kg,155.27 cm,Average
3772,18,26,78.86 kg,179.1 cm,Average
3773,43,50,73.87 kg,159.33 cm,Low
3774,17,94,,170.72 cm,High
3775,20,53,78.92 kg,169.19 cm,Average
3776,24,75,77.08 kg,153.34 cm,High
3777,28,49,66.26 kg,177.14 cm,Average
3778,,58,74.48 kg,161.69 cm,High
3779,24,36,74.37 kg,158.01 cm,Low
3780,32,30,77.83 kg,169.49 cm,Average
3781,18,80,74.0 kg,161.65 cm,High
3782,27,88,50.86 kg,162.15 cm,Average
3783,18,27,73.8 kg,165.73 cm,Average
3784,26,56,69.33 kg,177.41 cm,Average
3785,25,36,58.37 kg,168.86 cm,Low
3786,23,82,57.05 kg,174.58 cm,High
3787,21,61,51.75 kg,,High
3788,32,50,60.96 kg,176.84 cm,Average
3789,16,54,76.51 kg,170.45 cm,Average
3790,45,49,76.05 kg,158.63 cm,Average
3791,16,29,57.3 kg,173.73 cm,Average
3792,42,48,54.04 kg,155.94 cm,Low
3793,15,71,54.06 kg,173.3 cm,High
3794,18,71,68.5 kg,150.62 cm,High
3795,27,42,52.84 kg,155.64 cm,Low
3796,18,70,68.18 kg,174.75 cm,High
3797,37,18,50.16 kg,152.37 cm,Average
3798,27,45,56.09 kg,167.2 cm,Average
3799,24,80,61.06 kg,177.05 cm,Average
3800,45,32,78.87 kg,168.76 cm,Average
3801,31,57,56.74 kg,173.62 cm,Average
3802,22,82,56.99 kg,170.99 cm,Average
3803,26,78,74.71 kg,159.76 cm,High
3804,18,39,77.05 kg,167.93 cm,Low
3805,21,33,65.41 kg,157.21 cm,Low
3806,20,66,75.0 kg,173.56 cm,High
3807,21,62,74.91 kg,178.82 cm,High
3808,20,59,,164.25 cm,Low
3809,30,29,61.17 kg,173.08 cm,Low
3810,20,60,65.94 kg,161.56 cm,High
3811,16,63,71.75 kg,155.44 cm,Average
3812,21,36,58.56 kg,179.31 cm,Average
3813,44,25,51.28 kg,178.14 cm,Average
3814,25,22,55.0 kg,165.38 cm,Average
3815,48,47,55.24 kg,159.25 cm,Average
3816,21,20,54.85 kg,150.68 cm,Low
3817,19,88,65.42 kg,163.27 cm,High
3818,46,41,72.15 kg,166.1 cm,Average
3819,22,58,67.76 kg,175.96 cm,Average
3820,17,74,70.96 kg,165.29 cm,Average
3821,17,43,66.41 kg,159.06 cm,Low
3822,24,83,65.84 kg,164.53 cm,High
3823,27,66,52.49 kg,163.74 cm,Average
3824,28,46,50.75 kg,169.46 cm,Average
3825,36,41,53.96 kg,153.97 cm,Average
3826,16,39,77.95 kg,154.69 cm,High
3827,18,54,50.44 kg,173.91 cm,Average
3828,21,54,77.16 kg,177.03 cm,Average
3829,36,28,50.19 kg,175.39 cm,Average
3830,38,45,77.32 kg,157.94 cm,Low
3831,27,51,76.59 kg,164.12 cm,Average
3832,23,81,66.82 kg,150.16 cm,Average
3833,24,86,54.06 kg,178.81 cm,Average
3834,30,32,68.89 kg,168.21 cm,Low
3835,20,76,66.76 kg,155.42 cm,Average
3836,21,87,60.41 kg,173.62 cm,High
3837,36,38,79.07 kg,162.77 cm,Average
3838,25,73,66.74 kg,168.58 cm,Average
3839,24,53,67.43 kg,179.89 cm,Low
3840,21,53,57.95 kg,174.65 cm,Average
3841,27,45,62.21 kg,179.42 cm,Low
3842,14,53,79.69 kg,158.83 cm,High
3843,36,48,71.0 kg,160.72 cm,Low
3844,22,69,75.6 kg,170.86 cm,High
3845,22,90,58.02 kg,176.42 cm,High
3846,24,79,72.21 kg,159.89 cm,Average
3847,23,65,55.81 kg,156.65 cm,High
3848,28,40,78.83 kg,165.83 cm,Average
3849,42,41,61.41 kg,170.55 cm,Average
3850,16,50,53.28 kg,168.43 cm,Average
3851,26,69,51.39 kg,156.5 cm,High
3852,26,47,58.34 kg,172.1 cm,Average
3853,14,69,61.86 kg,164.08 cm,High
3854,,53,50.84 kg,160.32 cm,Low
3855,27,23,55.05 kg,167.95 cm,Average
3856,24,80,71.24 kg,173.82 cm,Average
3857,33,49,,150.07 cm,Low
3858,22,39,59.19 kg,177.67 cm,Average
3859,30,49,52.88 kg,,Low
3860,21,81,71.25 kg,154.77 cm,High
3861,24,60,79.47 kg,154.3 cm,Average
3862,24,46,79.29 kg,162.88 cm,High
3863,16,71,76.61 kg,160.35 cm,
3864,29,38,60.87 kg,175.43 cm,Low
3865,26,84,59.89 kg,155.67 cm,Average
3866,29,55,51.56 kg,161.77 cm,
3867,23,91,63.83 kg,171.72 cm,High
3868,27,23,56.87 kg,179.5 cm,Average
3869,18,90,75.32 kg,170.75 cm,High
3870,19,42,71.65 kg,178.41 cm,High
3871,21,79,61.79 kg,166.59 cm,High
3872,23,57,58.0 kg,156.64 cm,High
3873,30,28,55.56 kg,176.8 cm,Average
3874,47,51,53.19 kg,171.15 cm,Average
3875,31,28,58.81 kg,157.19 cm,Low
3876,17,42,63.38 kg,168.23 cm,Average
3877,43,22,76.4 kg,178.02 cm,Low
3878,16,62,55.23 kg,173.45 cm,High
3879,24,60,53.2 kg,157.43 cm,High
3880,15,74,66.36 kg,,High
3881,11,68,74.56 kg,164.46 cm,High
3882,21,84,76.23 kg,166.21 cm,High
3883,25,81,52.02 kg,175.51 cm,Average
3884,21,97,69.68 kg,151.16 cm,High
3885,30,45,70.1 kg,157.29 cm,Average
3886,20,48,58.76 kg,176.72 cm,Average
3887,12,92,54.35 kg,179.1 cm,Average
3888,23,62,58.49 kg,174.35 cm,Average
3889,27,48,57.76 kg,151.13 cm,Low
3890,23,44,60.1 kg,161.87 cm,Low
3891,45,32,70.07 kg,156.88 cm,Low
3892,47,28,56.66 kg,163.38 cm,Low
3893,23,64,68.58 kg,151.16 cm,High
3894,44,33,73.76 kg,163.8 cm,Average
3895,20,43,62.53 kg,157.59 cm,High
3896,16,66,52.74 kg,156.33 cm,High
3897,21,50,56.91 kg,151.01 cm,Low
3898,16,53,60.41 kg,154.6 cm,High
3899,16,77,51.94 kg,158.06 cm,Average
3900,14,50,66.27 kg,154.28 cm,High
3901,21,65,72.54 kg,166.64 cm,Average
3902,22,21,68.04 kg,151.92 cm,Low
3903,18,77,78.03 kg,156.53 cm,High
3904,33,31,72.79 kg,175.28 cm,Low
3905,21,37,53.13 kg,163.32 cm,Average
3906,24,53,73.21 kg,172.09 cm,Low
3907,35,28,60.67 kg,154.61 cm,Average
3908,24,44,73.51 kg,172.05 cm,Low
3909,27,57,60.43 kg,150.05 cm,High
3910,38,24,55.76 kg,170.03 cm,Low
3911,25,48,58.48 kg,164.97 cm,Low
3912,35,18,78.13 kg,166.8 cm,Average
3913,25,68,66.25 kg,163.27 cm,Average
3914,30,29,58.7 kg,172.0 cm,Average
3915,42,41,57.41 kg,157.79 cm,Low
3916,19,47,74.81 kg,157.78 cm,Average
3917,21,98,71.53 kg,,High
3918,27,97,57.56 kg,178.19 cm,High
3919,19,98,79.31 kg,162.44 cm,High
3920,43,41,78.78 kg,156.69 cm,Low
3921,19,79,65.32 kg,153.61 cm,High
3922,21,40,58.58 kg,167.67 cm,Low
3923,21,35,61.99 kg,153.87 cm,Low
3924,19,53,50.01 kg,173.35 cm,Average
3925,17,76,68.55 kg,160.17 cm,High
3926,44,48,62.57 kg,150.02 cm,Low
3927,27,82,51.74 kg,152.66 cm,Average
3928,45,52,54.86 kg,159.63 cm,Low
3929,48,38,51.51 kg,,Low
3930,25,18,52.26 kg,170.96 cm,Average
3931,16,56,71.06 kg,152.64 cm,Average
3932,43,40,50.18 kg,163.5 cm,Low
3933,13,62,61.99 kg,171.56 cm,High
3934,25,72,65.86 kg,166.67 cm,High
3935,21,84,73.13 kg,152.87 cm,High
3936,16,52,76.67 kg,155.98 cm,Average
3937,25,52,76.57 kg,172.63 cm,High
3938,16,46,61.03 kg,151.11 cm,Average
3939,42,31,54.77 kg,159.39 cm,Low
3940,25,64,79.68 kg,159.07 cm,Average
3941,16,,64.88 kg,151.39 cm,Average
3942,41,41,63.3 kg,159.01 cm,Average
3943,41,48,62.52 kg,164.4 cm,Average
3944,24,66,74.83 kg,168.94 cm,High
3945,19,54,73.77 kg,167.88 cm,Average
3946,27,33,64.3 kg,168.19 cm,Low
3947,18,92,58.27 kg,179.32 cm,Average
3948,21,56,75.4 kg,169.06 cm,Average
3949,15,30,57.05 kg,178.48 cm,Average
3950,23,61,52.55 kg,178.53 cm,Average
3951,15,87,79.15 kg,156.03 cm,High
3952,31,,75.03 kg,165.31 cm,Average
3953,46,32,56.39 kg,161.59 cm,Low
3954,33,50,75.6 kg,175.85 cm,Low
3955,22,51,60.83 kg,175.67 cm,High
3956,23,48,66.78 kg,169.07 cm,Average
3957,41,36,76.56 kg,171.72 cm,Average
3958,17,50,66.03 kg,160.27 cm,Average
3959,35,23,62.53 kg,166.4 cm,Low
3960,22,66,58.35 kg,151.15 cm,Average
3961,38,35,64.75 kg,170.7 cm,Low
3962,18,57,56.41 kg,165.9 cm,High
3963,17,85,56.76 kg,177.07 cm,High
3964,,67,72.63 kg,174.36 cm,High
3965,27,83,71.45 kg,154.63 cm,Average
3966,26,20,60.58 kg,174.33 cm,Average
3967,28,34,78.96 kg,158.29 cm,Low
3968,18,65,52.48 kg,173.19 cm,High
3969,44,37,77.06 kg,169.03 cm,Low
3970,38,59,51.38 kg,168.23 cm,Average
3971,35,49,52.21 kg,160.59 cm,Average
3972,21,69,68.48 kg,178.74 cm,Average
3973,27,52,69.78 kg,159.36 cm,Low
3974,18,38,50.71 kg,171.72 cm,Average
3975,45,47,79.45 kg,153.46 cm,Low
3976,35,29,59.61 kg,156.1 cm,Low
3977,22,80,67.36 kg,170.6 cm,Average
3978,37,51,73.17 kg,171.05 cm,Average
3979,21,79,55.92 kg,179.06 cm,High
3980,32,40,66.15 kg,164.09 cm,Average
3981,29,56,66.92 kg,161.0 cm,Average
3982,24,31,54.15 kg,164.2 cm,Average
3983,24,66,57.47 kg,178.02 cm,High
3984,20,33,51.77 kg,175.85 cm,Average
3985,17,76,68.66 kg,163.5 cm,High
3986,32,25,56.04 kg,170.72 cm,Average
3987,34,25,59.55 kg,161.94 cm,Average
3988,18,52,70.56 kg,179.06 cm,Average
3989,27,66,62.68 kg,172.18 cm,Average
3990,41,31,74.67 kg,151.98 cm,Average
3991,,50,77.58 kg,159.3 cm,Average
3992,19,43,66.66 kg,156.82 cm,High
3993,14,91,79.13 kg,154.51 cm,Average
3994,11,85,66.07 kg,168.59 cm,High
3995,39,32,63.5 kg,152.67 cm,Low
3996,20,66,60.5 kg,156.4 cm,Average
3997,20,83,75.81 kg,150.91 cm,Average
3998,31,37,50.03 kg,164.64 cm,Average
3999,39,29,50.52 kg,154.02 cm,Average
4000,19,40,69.07 kg,168.93 cm,Average
4001,23,62,75.27 kg,156.3 cm,Average
4002,19,40,77.72 kg,161.68 cm,Average
4003,22,46,68.44 kg,178.93 cm,Average
4004,42,52,51.35 kg,172.65 cm,Low
4005,23,25,66.11 kg,168.58 cm,Average
4006,19,51,74.11 kg,171.96 cm,Low
4007,31,22,76.96 kg,169.66 cm,Average
4008,45,33,50.1 kg,170.47 cm,Low
4009,40,24,64.93 kg,174.74 cm,Low
4010,23,25,,179.3 cm,Low
4011,15,58,62.03 kg,166.48 cm,High
4012,45,32,60.05 kg,156.98 cm,Low
4013,27,37,57.41 kg,158.28 cm,Average
4014,19,68,73.29 kg,173.68 cm,Average
4015,23,78,56.78 kg,154.93 cm,High
4016,22,35,,170.42 cm,Average
4017,13,54,71.55 kg,164.25 cm,Average
4018,19,71,56.81 kg,162.91 cm,High
4019,19,89,73.05 kg,153.36 cm,High
4020,24,62,69.62 kg,151.99 cm,High
4021,29,22,51.73 kg,160.17 cm,Average
4022,35,22,79.47 kg,164.75 cm,Low
4023,18,68,55.32 kg,159.65 cm,High
4024,18,87,76.05 kg,177.15 cm,High
4025,,24,79.14 kg,160.0 cm,Average
4026,22,26,71.45 kg,172.47 cm,Low
4027,17,95,59.16 kg,171.31 cm,Average
4028,35,58,52.05 kg,176.06 cm,Low
4029,24,54,75.57 kg,159.88 cm,High
4030,23,41,74.28 kg,172.9 cm,Low
4031,37,19,75.76 kg,160.74 cm,Low
4032,24,51,79.42 kg,165.97 cm,Average
4033,34,31,75.63 kg,159.79 cm,Average
4034,41,30,79.19 kg,159.08 cm,Low
4035,18,51,58.23 kg,163.34 cm,High
4036,23,54,70.9 kg,152.38 cm,Average
4037,17,49,69.47 kg,170.26 cm,Average
4038,20,59,73.77 kg,163.44 cm,High
4039,23,,60.87 kg,150.23 cm,Average
4040,26,56,60.5 kg,153.28 cm,Low
4041,29,42,59.17 kg,162.78 cm,Low
4042,21,68,63.97 kg,176.75 cm,Average
4043,26,26,71.46 kg,174.5 cm,Average
4044,17,37,63.94 kg,174.05 cm,Low
4045,30,26,,160.65 cm,Low
4046,20,89,79.49 kg,162.95 cm,Average
4047,29,42,59.1 kg,157.8 cm,Average
4048,17,48,67.63 kg,177.08 cm,Average
4049,16,39,58.01 kg,159.49 cm,High
4050,26,31,53.79 kg,167.02 cm,Average
4051,26,18,66.07 kg,151.94 cm,Average
4052,29,41,74.81 kg,158.1 cm,Average
4053,27,70,64.57 kg,169.6 cm,High
